protoudp,dportWell-known,dportUnspecified,dportRegistered,dportDynamic/Private,sportWell-known,sportUnspecified,sportRegistered,sportDynamic/Private,prototcp,protorarp,protoigmp,protoicmp,protoarp,dur,pkts,bytes,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.145448,2,227,1,1,76,151,13.750618777845004,6.875309388922502,6.875309388922502,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.679946,4,240,4,0,240,0,0.5208369954684577,0.5208369954684577,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.67994,4,240,4,0,240,0,0.5208374023755393,0.5208374023755393,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.2e-05,2,120,1,1,60,60,27777.777777777777,13888.888888888889,13888.888888888889,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,18.87274,10,2144,6,4,748,1396,0.529864767913933,0.3179188607483598,0.2119459071655732,1,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,326.009247,14014,840840,14014,0,840840,0,42.98651074765373,42.98651074765373,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,9.6e-05,2,120,1,1,60,60,20833.33333333333,10416.666666666666,10416.666666666666,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.5e-05,2,120,1,1,60,60,133333.33333333334,66666.66666666667,66666.66666666667,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,6.8e-05,2,120,1,1,60,60,29411.76470588236,14705.882352941177,14705.882352941177,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.684786,4,240,4,0,240,0,0.520508964075252,0.520508964075252,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000647,2,120,1,1,60,60,3091.190108191654,1545.595054095827,1545.595054095827,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,8e-05,2,120,1,1,60,60,25000.0,12499.999999999998,12499.999999999998,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.689432,4,240,4,0,240,0,0.5201944695004781,0.5201944695004781,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.047772,2,176,2,0,176,0,0.396214409050171,0.396214409050171,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000225,2,120,1,1,60,60,8888.888888888889,4444.444444444444,4444.444444444444,1,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.1e-05,1,60,1,0,60,0,24390.243902439022,24390.243902439022,0.0,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,5e-05,2,120,1,1,60,60,40000.0,20000.0,20000.0,1,4
0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.66423,10,2319,6,4,923,1396,0.0737113976174854,0.0442268385704912,0.0294845590469941,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000713,2,120,1,1,60,60,2805.0490883590464,1402.5245441795232,1402.5245441795232,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.341247,2,120,2,0,120,0,0.8542456220979674,0.8542456220979674,0.0,1,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5e-05,1,60,1,0,60,0,20000.0,20000.0,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.047868,2,176,2,0,176,0,0.3962068738722961,0.3962068738722961,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000196,2,120,1,1,60,60,10204.081632653062,5102.040816326531,5102.040816326531,1,4
1,1,0,0,0,1,0,0,0,0,0,0,0,0,68.982147,2966,177960,2966,0,177960,0,42.99663215759289,42.99663215759289,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,19.645742,10,1536,6,4,770,766,0.509016152202345,0.305409691321407,0.2036064608809379,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000374,2,120,1,1,60,60,5347.593582887701,2673.7967914438505,2673.7967914438505,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.686878,4,240,4,0,240,0,0.5203673064669427,0.5203673064669427,0.0,1,2
0,1,0,0,0,1,0,0,0,1,0,0,0,0,45.752125,1236,365856,1236,0,365856,0,27.01513864110137,27.01513864110137,0.0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,2e-05,2,120,1,1,60,60,100000.0,49999.99999999999,49999.99999999999,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.5e-05,2,120,1,1,60,60,133333.33333333334,66666.66666666667,66666.66666666667,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.000207,3,180,2,1,120,60,14492.753623188406,9661.835748792271,4830.917874396136,1,4
1,0,0,1,0,1,0,0,0,0,0,0,0,0,9.488788,1520,1480709,760,760,758325,722384,160.189056811049,80.0945284055245,80.0945284055245,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.243062,4,240,4,0,240,0,0.4852565709198839,0.4852565709198839,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.001459,2,120,1,1,60,60,1370.8019191226867,685.4009595613434,685.4009595613434,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.240485,4,240,4,0,240,0,0.4854083224470404,0.4854083224470404,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,6.9e-05,2,120,1,1,60,60,28985.50724637681,14492.753623188406,14492.753623188406,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6e-05,2,120,1,1,60,60,125000.0,62500.0,62500.0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000173,2,120,1,1,60,60,11560.693641618496,5780.346820809248,5780.346820809248,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,33.937874,10,1589,6,4,823,766,0.2946560529984877,0.1767936317990926,0.1178624211993951,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.001628,2,120,1,1,60,60,1228.5012285012283,614.2506142506143,614.2506142506143,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,7e-05,2,120,1,1,60,60,28571.42857142857,14285.714285714286,14285.714285714286,1,4
1,1,0,0,0,1,0,0,0,0,0,0,0,0,75.063446,5116,4911913,5116,0,4911913,0,68.15567726533631,68.15567726533631,0.0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.671646,10,2241,6,4,845,1396,0.0737073684504424,0.0442244210702654,0.0294829473801769,1,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,61.741394,2960,2104892,2960,0,2104892,0,47.94190425956369,47.94190425956369,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.837399,2,120,2,0,120,0,0.4134453246465714,0.4134453246465714,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000161,2,120,1,1,60,60,12422.360248447205,6211.180124223602,6211.180124223602,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.042458,10,1538,6,4,772,766,0.2699604869633651,0.161976292178019,0.107984194785346,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.656326,10,2163,6,4,767,1396,0.0737156924034637,0.0442294154420782,0.0294862769613854,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.00319,2,120,1,1,60,60,626.9592476489028,313.4796238244514,313.4796238244514,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.242043,4,240,4,0,240,0,0.485316565322457,0.485316565322457,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.195452,2,120,2,0,120,0,0.3849520696178118,0.3849520696178118,0.0,1,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.001636,1,60,1,0,60,0,611.2469437652811,611.2469437652811,0.0,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.7e-05,2,120,1,1,60,60,35087.71929824561,17543.859649122805,17543.859649122805,1,4
0,1,0,0,0,0,0,1,0,1,0,0,0,0,34.273006,10,2530,6,4,1134,1396,0.2917748154334638,0.1750648892600783,0.1167099261733855,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.00019,2,120,1,1,60,60,10526.315789473683,5263.157894736842,5263.157894736842,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.047883,2,176,2,0,176,0,0.396205696526643,0.396205696526643,0.0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.3e-05,2,120,1,1,60,60,60606.0606060606,30303.0303030303,30303.0303030303,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,3e-05,2,120,1,1,60,60,66666.66666666667,33333.333333333336,33333.333333333336,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.3e-05,2,120,1,1,60,60,46511.62790697674,23255.81395348837,23255.81395348837,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,7.2e-05,2,120,1,1,60,60,27777.777777777777,13888.888888888889,13888.888888888889,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.000159,3,180,2,1,120,60,18867.924528301886,12578.61635220126,6289.30817610063,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,340.887634,20,1752,10,10,794,958,0.0586703593947324,0.0293351796973662,0.0293351796973662,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,21.027008,10,1544,6,4,778,766,0.4755788365134973,0.2853473019080984,0.1902315346053989,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000239,2,120,1,1,60,60,8368.200836820084,4184.100418410042,4184.100418410042,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,54.921371,10,2359,6,4,963,1396,0.182078484530184,0.1092470907181104,0.0728313938120736,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,99.268188,10,1501,6,4,735,766,0.1007372069690644,0.0604423241814386,0.0402948827876257,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.344424,2,120,2,0,120,0,0.8530880079712543,0.8530880079712543,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,7e-06,2,120,1,1,60,60,285714.28571428574,142857.14285714287,142857.14285714287,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,8.7e-05,2,120,1,1,60,60,22988.50574712644,11494.25287356322,11494.25287356322,1,4
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.012283,2,120,1,1,60,60,162.82667100871123,81.41333550435562,81.41333550435562,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.239584,4,240,4,0,240,0,0.4854614019348549,0.4854614019348549,0.0,1,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,6.3e-05,1,60,1,0,60,0,15873.015873015873,15873.015873015873,0.0,1,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.048012,2,176,2,0,176,0,0.3961955716428566,0.3961955716428566,0.0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,6.4e-05,1,60,1,0,60,0,15625.0,15625.0,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.678673,4,240,4,0,240,0,0.5209233418326318,0.5209233418326318,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,68.969994,10,2312,6,4,916,1396,0.1449905882259465,0.0869943529355679,0.0579962352903785,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.242044,4,240,4,0,240,0,0.4853165064394221,0.4853165064394221,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.186487,2,120,2,0,120,0,0.3856174709393854,0.3856174709393854,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,8.9e-05,2,120,1,1,60,60,22471.91011235955,11235.955056179777,11235.955056179777,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0402,2,176,2,0,176,0,0.396809650410698,0.396809650410698,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,6.3e-05,2,120,1,1,60,60,31746.031746031746,15873.015873015873,15873.015873015873,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.500011,2,172,2,0,172,0,0.7999964800154878,0.7999964800154878,0.0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,8.1e-05,1,60,1,0,60,0,12345.679012345678,12345.679012345678,0.0,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,14.044823,10,1482,6,4,716,766,0.7120061249614894,0.4272036749768936,0.2848024499845957,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.8e-05,2,120,1,1,60,60,34482.75862068965,17241.379310344826,17241.379310344826,1,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.4e-05,1,60,1,0,60,0,29411.76470588236,29411.76470588236,0.0,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.904444,10,1605,6,4,839,766,1.448342545757486,0.8690055274544917,0.5793370183029944,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,53.788158,10,2202,6,4,806,1396,0.1859145278780507,0.1115487167268304,0.0743658111512203,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000169,2,120,1,1,60,60,11834.31952662722,5917.15976331361,5917.15976331361,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000218,2,120,1,1,60,60,9174.311926605504,4587.155963302752,4587.155963302752,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000182,2,120,1,1,60,60,10989.010989010989,5494.505494505494,5494.505494505494,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.003359,2,120,1,1,60,60,595.4153021732659,297.7076510866329,297.7076510866329,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.807964,8,1437,5,3,737,700,1.175094345387255,0.7344339658670346,0.4406603795202207,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,32.923027,10,1515,6,4,749,766,0.3037387783328671,0.1822432669997203,0.1214955113331468,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,52.009312,252,282782,60,192,4673,278109,4.845286167215594,1.1536395636227603,3.6916466035928335,0,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,9.955556,270,79920,270,0,79920,0,27.120534503547567,27.120534503547567,0.0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.2e-05,1,60,1,0,60,0,23809.52380952381,23809.52380952381,0.0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.003425,2,120,1,1,60,60,583.9416058394161,291.97080291970804,291.97080291970804,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.172364,2,120,2,0,120,0,0.3866703890136115,0.3866703890136115,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.006188,2,120,1,1,60,60,323.2062055591467,161.60310277957336,161.60310277957336,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.797649,10,1643,6,4,877,766,1.4710968453946358,0.8826581072367814,0.5884387381578543,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,37.805862,34,14244,17,17,13122,1122,0.899331431723472,0.449665715861736,0.449665715861736,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.000973,2,120,1,1,60,60,2055.498458376156,1027.749229188078,1027.749229188078,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.202053,2,120,2,0,120,0,0.3844635954304963,0.3844635954304963,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,13.942149,10,1519,6,4,753,766,0.7172495430941098,0.4303497258564658,0.2868998172376439,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,22.556675,10,2236,6,4,840,1396,0.4433277510980674,0.2659966506588405,0.1773311004392269,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.001151,2,120,1,1,60,60,1737.619461337967,868.8097306689835,868.8097306689835,1,4
0,0,1,0,0,0,1,0,0,0,0,0,0,1,2048.262451,4,240,2,2,120,120,0.0019528747392928,0.0009764373696464,0.0009764373696464,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.9e-05,2,120,1,1,60,60,51282.05128205128,25641.02564102564,25641.02564102564,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.698338,4,240,4,0,240,0,0.5195926705218711,0.5195926705218711,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.174375,2,120,2,0,120,0,0.3865201111245319,0.3865201111245319,0.0,1,2
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1083,2,134,2,0,134,0,18.467220683287167,18.467220683287167,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.729015,10,2190,6,4,794,1396,0.2650480008555749,0.1590288005133449,0.1060192003422299,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.346949,2,120,2,0,120,0,0.8521702005454742,0.8521702005454742,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,4e-06,2,120,1,1,60,60,500000.0,250000.0,250000.0,1,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.04804,2,176,2,0,176,0,0.3961933740620121,0.3961933740620121,0.0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.000118,3,180,2,1,120,60,25423.728813559323,16949.15254237288,8474.57627118644,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,22.714663,10,1608,6,4,842,766,0.4402442598421996,0.2641465559053198,0.1760977039368798,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000259,2,120,1,1,60,60,7722.007722007722,3861.003861003861,3861.003861003861,1,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.038761,2,172,2,0,172,0,0.3969229737231037,0.3969229737231037,0.0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,183.226822,4,630,2,2,174,456,0.021830864915618,0.010915432457809,0.010915432457809,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000149,2,120,1,1,60,60,13422.818791946307,6711.4093959731545,6711.4093959731545,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,10.070767,8,704,8,0,704,0,0.7943784222194794,0.7943784222194794,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,68.991112,10,2427,6,4,1031,1396,0.1449462069838793,0.0869677241903275,0.0579784827935517,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.8e-05,2,120,1,1,60,60,34482.75862068965,17241.379310344826,17241.379310344826,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.19025,2,120,2,0,120,0,0.3853378931650691,0.3853378931650691,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.000191,3,180,2,1,120,60,15706.806282722511,10471.204188481675,5235.602094240838,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,17.926481,10,1512,6,4,746,766,0.5578339664098046,0.3347003798458827,0.2231335865639218,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,6.9e-05,1,60,1,0,60,0,14492.753623188406,14492.753623188406,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.248357,4,240,4,0,240,0,0.4849450623924255,0.4849450623924255,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.4e-05,2,120,1,1,60,60,37037.03703703704,18518.51851851852,18518.51851851852,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.242036,4,240,4,0,240,0,0.4853169775041021,0.4853169775041021,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,9.9e-05,2,120,1,1,60,60,20202.020202020205,10101.010101010104,10101.010101010104,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,18.578928,10,1658,6,4,892,766,0.5382441871780761,0.3229465123068457,0.2152976748712304,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.020683,12,887,7,5,474,413,1.993129350939088,1.1626587880478012,0.8304705628912866,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.144657,2,340,1,1,81,259,13.825808636982655,6.912904318491328,6.912904318491328,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.007534,4,295,3,1,229,66,530.9264666843642,398.19485001327314,132.73161667109105,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.250134,4,240,4,0,240,0,0.4848406098616096,0.4848406098616096,0.0,1,2
1,0,0,0,1,0,0,1,0,0,0,0,0,0,5.2e-05,1,60,1,0,60,0,19230.76923076923,19230.76923076923,0.0,1,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.5e-05,1,60,1,0,60,0,28571.42857142857,28571.42857142857,0.0,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000111,2,120,1,1,60,60,18018.018018018018,9009.009009009009,9009.009009009009,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.046169,2,176,2,0,176,0,0.3963402731854601,0.3963402731854601,0.0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.3e-05,2,120,1,1,60,60,37735.84905660377,18867.924528301886,18867.924528301886,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.07449,10,1677,6,4,911,766,0.2697272437193337,0.1618363462316002,0.1078908974877334,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.5e-05,2,134,1,1,74,60,133333.33333333334,66666.66666666667,66666.66666666667,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.846655,2,120,2,0,120,0,0.4126557388549422,0.4126557388549422,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,60.854874,9732,9485062,4866,4866,4893791,4591271,159.92145509988237,79.96072754994118,79.96072754994118,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.688451,4,240,4,0,240,0,0.5202608431789446,0.5202608431789446,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.685557,4,240,4,0,240,0,0.5204567476371589,0.5204567476371589,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,6.7e-05,2,120,1,1,60,60,29850.74626865672,14925.373134328358,14925.373134328358,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.2e-05,1,60,1,0,60,0,83333.33333333333,83333.33333333333,0.0,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,26.866783,10,1623,6,4,857,766,0.3722068250597773,0.2233240950358664,0.1488827300239109,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,6.6e-05,2,120,1,1,60,60,30303.0303030303,15151.51515151515,15151.51515151515,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,26.873072,10,1479,6,4,713,766,0.3721197189513726,0.2232718313708235,0.148847887580549,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,73.257919,10,2298,6,4,902,1396,0.1365040139892589,0.0819024083935553,0.0546016055957035,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,34.261417,10,2260,6,4,864,1396,0.2918735089094534,0.175124105345672,0.1167494035637813,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5e-06,2,120,1,1,60,60,400000.0,200000.0,200000.0,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0001,2,120,1,1,60,60,20000.0,10000.0,10000.0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.5e-05,2,120,1,1,60,60,133333.33333333334,66666.66666666667,66666.66666666667,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.6e-05,2,120,1,1,60,60,35714.28571428572,17857.14285714286,17857.14285714286,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.9e-05,2,120,1,1,60,60,105263.15789473684,52631.57894736842,52631.57894736842,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.24306,4,240,4,0,240,0,0.4852566886568822,0.4852566886568822,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.8e-05,2,120,1,1,60,60,52631.57894736842,26315.78947368421,26315.78947368421,1,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.142817,2,203,1,1,64,139,14.00393510576472,7.00196755288236,7.00196755288236,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,15.543178,10,1562,6,4,796,766,0.6433690716274368,0.3860214429764621,0.2573476286509747,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,22.70133,10,1538,6,4,772,766,0.4405028251648692,0.2643016950989215,0.1762011300659476,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.047816,2,176,2,0,176,0,0.3962109553914009,0.3962109553914009,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.145127,2,340,1,1,81,259,13.781033164056309,6.890516582028154,6.890516582028154,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,26.86392,10,1688,6,4,922,766,0.3722464926935458,0.2233478956161275,0.1488985970774183,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5e-05,1,60,1,0,60,0,18181.81818181818,18181.81818181818,0.0,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,8.6e-05,2,120,1,1,60,60,23255.81395348837,11627.906976744183,11627.906976744183,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,21.044556,10,1586,6,4,820,766,0.475182275168932,0.2851093651013592,0.1900729100675728,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.180809,2,190,1,1,87,103,11.061396280052431,5.530698140026216,5.530698140026216,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,20.476833,8,2082,5,3,752,1330,0.3906854150737079,0.2441783844210674,0.1465070306526404,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,789.254211,6,360,3,3,180,180,0.0076021133829591,0.0038010566914795,0.0038010566914795,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.84908,2,120,2,0,120,0,0.4124493718396067,0.4124493718396067,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,2.2e-05,2,120,1,1,60,60,90909.09090909093,45454.545454545456,45454.545454545456,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.659058,10,2076,6,4,680,1396,0.0737142078636577,0.0442285247181946,0.029485683145463,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1e-05,2,120,1,1,60,60,200000.0,100000.0,100000.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.246728,4,240,4,0,240,0,0.4850408549912159,0.4850408549912159,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.00016,2,120,1,1,60,60,12499.999999999998,6249.999999999999,6249.999999999999,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.4e-05,2,120,1,1,60,60,142857.14285714287,71428.57142857143,71428.57142857143,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.00019,2,120,1,1,60,60,10526.315789473683,5263.157894736842,5263.157894736842,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.083549,10,1554,6,4,788,766,0.2696613530706028,0.1617968118423617,0.1078645412282411,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.18712,2,120,2,0,120,0,0.385570412868798,0.385570412868798,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.690659,4,240,4,0,240,0,0.5201114754925423,0.5201114754925423,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,89.583824,10,2237,6,4,841,1396,0.1116272955706824,0.0669763773424095,0.0446509182282729,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.181394,2,120,2,0,120,0,0.3859965098195582,0.3859965098195582,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.003763,2,120,1,1,60,60,531.4908317831517,265.7454158915759,265.7454158915759,1,4
