protoudp,dportWell-known,dportUnspecified,dportRegistered,dportDynamic/Private,sportWell-known,sportUnspecified,sportRegistered,sportDynamic/Private,prototcp,protorarp,protoigmp,protoicmp,protoarp,dur,pkts,bytes,spkts,dpkts,sbytes,dbytes,rate,srate,drate,label,category
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.937172,32.0,30094.06365961199,28.0,4.0,29328.06365961199,766.0,0.6966036133003574,0.6095281616378126,0.0870754516625446,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105928675090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850609329773672,9.946391885625866,0.904217444147806,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.193038,18.0,120.0,18.0,0.0,120.0,0.0,3.466179142151473,3.466179142151473,0.0,1,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,366666.6666666667,366666.6666666667,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.239585,20.0,240.0,20.0,0.0,240.0,0.0,2.4273067150833447,2.4273067150833447,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.191432,18.0,120.0,18.0,0.0,120.0,0.0,3.467251425040336,3.467251425040336,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059405550903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85049277266014,9.946285041605128,0.9042077310550116,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.872379,59.0,42222.54548941799,55.0,4.0,41456.54548941799,766.0,1.9750686746442256,1.8411657136513968,0.1339029609928288,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.17771,18.0,120.0,18.0,0.0,120.0,0.0,3.476440356837289,3.476440356837289,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1060900450903883,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849026309625067,9.94494078382298,0.9040855258020888,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105941545090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85048305968038,9.946276138040348,0.9042069216400316,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.181402,18.0,120.0,18.0,0.0,120.0,0.0,3.473963224625304,3.473963224625304,0.0,1,2.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.105936595090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85053162475308,9.94632065602366,0.9042109687294236,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060880650903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849045730386193,9.944958586187342,0.9040871441988492,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.360527,26.0,15035.761829805995,22.0,4.0,14269.761829805995,766.0,3.1098518071887096,2.631413067621216,0.4784387395674938,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059940150903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849968296636115,9.945804271916442,0.9041640247196764,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.188416,18.0,120.0,18.0,0.0,120.0,0.0,3.469266920771195,3.469266920771195,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106032625090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849589539928198,9.945457078267514,0.9041324616606832,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,171875.0,171875.0,0.0,1,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,139240.50632911394,139240.50632911394,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,91.575974,158.0,123804.40646825396,154.0,4.0,122408.40646825396,1396.0,1.7253433744532165,1.6816637953531348,0.0436795791000814,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.186491,18.0,120.0,18.0,0.0,120.0,0.0,3.4705545618415226,3.4705545618415226,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.797848,29.0,28566.24365961199,25.0,4.0,27800.24365961199,766.0,0.7474641377016581,0.6443656359497052,0.1030985017519528,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.706533,29.0,28841.623659611992,25.0,4.0,28075.623659611992,766.0,0.9146380022060436,0.7884810363845205,0.1261569658215232,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36.444641,75.0,56368.68731922399,71.0,4.0,54972.68731922399,1396.0,2.0579157303264424,1.948160224709032,0.1097555056174102,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.177706,18.0,120.0,18.0,0.0,120.0,0.0,3.4764430425365984,3.4764430425365984,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.026116,24.0,15623.521829805995,21.0,3.0,14293.521829805995,1330.0,3.415827464277561,2.9888490312428657,0.4269784330346951,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.183358,18.0,120.0,18.0,0.0,120.0,0.0,3.472652284484305,3.472652284484305,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.190248,18.0,120.0,18.0,0.0,120.0,0.0,3.468042374853764,3.468042374853764,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.582113,42.0,28644.643659611997,38.0,4.0,27878.643659611997,766.0,2.2602381117798607,2.0449773392293977,0.2152607725504629,1,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,200000.0,200000.0,0.0,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106126675090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848667038085315,9.944611451578208,0.9040555865071098,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,323529.4117647059,323529.4117647059,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059841150903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850065418000405,9.945893299833704,0.9041721181667004,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.752533,75.0,56270.76731922398,71.0,4.0,54874.76731922398,1396.0,1.9866216658892797,1.8806685103751848,0.1059531555140949,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.110102515090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.809812460449134,9.908994755411706,0.900817705037428,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105969265090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85021110330699,9.946026844698071,0.9041842586089158,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106092025090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849006888933475,9.944922981522351,0.9040839074111232,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.249866,42.0,28639.74365961199,38.0,4.0,27873.74365961199,766.0,0.7887343791625692,0.7136168192423246,0.0751175599202446,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106030645090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849608962705844,9.945474882480356,0.9041340802254868,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,177419.35483870967,177419.35483870967,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.442084,24.0,15751.231829805996,21.0,3.0,14421.231829805996,1330.0,3.224903131972173,2.8217902404756514,0.4031128914965216,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.041316,24.0,15814.591829805997,21.0,3.0,14484.591829805997,1330.0,3.4084537606322454,2.9823970405532148,0.4260567200790306,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.109252105090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.81809982143074,9.91659150297818,0.9015083184525616,1,4.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1059385750903885,12.0,13906.371829805996,11.0,1.0,13714.371829805996,192.0,10.85051219867183,9.94630284878251,0.9042093498893192,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.171462,18.0,120.0,18.0,0.0,120.0,0.0,3.480640484257643,3.480640484257643,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.719175,42.0,28644.643659611997,38.0,4.0,27878.643659611997,766.0,1.848658677086646,1.6725959459355368,0.1760627311511091,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1060108450903885,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849803194307109,9.94565292811485,0.9041502661922592,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,916666.6666666666,916666.6666666666,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.833061,40.0,29338.003659611997,37.0,3.0,28008.003659611997,1330.0,2.1239245176341752,1.964630178811612,0.1592943388225631,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.839548,18.0,120.0,18.0,0.0,120.0,0.0,3.719355609242847,3.719355609242847,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106044505090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84947300472266,9.945350254329108,0.904122750393555,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68102,20.0,240.0,20.0,0.0,240.0,0.0,2.603820846710463,2.603820846710463,0.0,1,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000109,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,100917.43119266054,100917.43119266054,0.0,1,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,611111.1111111111,611111.1111111111,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.980389,59.0,42014.965489417984,55.0,4.0,41248.965489417984,766.0,1.736295602737214,1.6185806466194368,0.1177149561177772,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.220306,42.0,28589.763659611992,38.0,4.0,27823.763659611992,766.0,0.7891724636081574,0.7140131813597614,0.0751592822483959,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.109873825090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.81203982716028,9.911036508230255,0.9010033189300234,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.950314,92.0,69824.95914902998,88.0,4.0,68428.95914902998,1396.0,1.644316062283404,1.5728240595754297,0.071492002707974,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.345691,18.0,120.0,18.0,0.0,120.0,0.0,7.673644994161635,7.673644994161635,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.737822,42.0,28624.06365961199,38.0,4.0,27858.06365961199,766.0,1.8471426155064452,1.6712242711724985,0.1759183443339471,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.245285,20.0,240.0,20.0,0.0,240.0,0.0,2.4256287078008825,2.4256287078008825,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.685559,20.0,240.0,20.0,0.0,240.0,0.0,2.6022830609979053,2.6022830609979053,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36.443081,75.0,56235.24731922399,71.0,4.0,54839.24731922399,1396.0,2.05800382245398,1.9482436185897676,0.1097602038642122,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.774063,24.0,14981.641829805996,21.0,3.0,14281.641829805996,700.0,3.54292542009131,3.100059742579896,0.4428656775114137,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346954,18.0,120.0,18.0,0.0,120.0,0.0,7.669515465577936,7.669515465577936,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.240486,20.0,240.0,20.0,0.0,240.0,0.0,2.4270413177086883,2.4270413177086883,0.0,1,2.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059405550903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85049277266014,9.946285041605128,0.9042077310550116,1,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,123595.50561797754,123595.50561797754,0.0,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1067513650903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.842543662930076,9.938998357685904,0.9035453052441732,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,314285.7142857143,314285.7142857143,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.043043,26.0,15226.831829805997,22.0,4.0,14460.831829805997,766.0,3.691586151042951,3.1236498201132665,0.5679363309296848,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.037857,42.0,28517.24365961199,38.0,4.0,27751.24365961199,766.0,1.9964010592904025,1.806267625072269,0.1901334342181335,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1061276650903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848657328373944,9.94460255100945,0.9040547773644954,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246729,20.0,240.0,20.0,0.0,240.0,0.0,2.4252039808753265,2.4252039808753265,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.835683,18.0,120.0,18.0,0.0,120.0,0.0,3.722328366023993,3.722328366023993,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.498011,40.0,29290.963659611996,37.0,3.0,27960.963659611996,1330.0,1.860637246859721,1.721089453345242,0.139547793514479,1,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,174603.17460317462,174603.17460317462,0.0,1,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,407407.4074074074,407407.4074074074,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.242038,20.0,240.0,20.0,0.0,240.0,0.0,2.426584298689232,2.426584298689232,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.130528195090388,18.0,14099.911829805997,15.0,3.0,13858.911829805997,241.0,15.921761242372964,13.268134368644136,2.653626873728827,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1097273050903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.813467367122763,9.9123450865292,0.9011222805935636,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,211538.4615384616,211538.4615384616,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.247695,20.0,240.0,20.0,0.0,240.0,0.0,2.424919932174989,2.424919932174989,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356106,18.0,120.0,18.0,0.0,120.0,0.0,7.639724188979613,7.639724188979613,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105939565090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850502485657293,9.94629394518585,0.9042085404714412,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.024574,24.0,15134.101829805995,21.0,3.0,14434.101829805995,700.0,3.98368415758525,3.485723637887093,0.4979605196981562,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.084332,75.0,55807.80731922398,71.0,4.0,55041.80731922398,766.0,2.022417445728832,1.914555181956628,0.1078622637722043,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.348766,18.0,120.0,18.0,0.0,120.0,0.0,7.66359867266471,7.66359867266471,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246727,20.0,240.0,20.0,0.0,240.0,0.0,2.425204569036904,2.425204569036904,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.109408525090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.81657453373392,9.915193322589428,0.9013812111444932,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.775801,59.0,42224.48548941799,55.0,4.0,41458.48548941799,766.0,2.288968633797258,2.133784319641512,0.1551843141557463,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1065523750903885,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84449346468556,9.940785675961765,0.9037077887237966,1,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,733333.3333333334,733333.3333333334,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.243991,20.0,240.0,20.0,0.0,240.0,0.0,2.426009441300943,2.426009441300943,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.248358,20.0,240.0,20.0,0.0,240.0,0.0,2.4247250179975217,2.4247250179975217,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.891022,59.0,42173.075489417984,55.0,4.0,41407.075489417984,766.0,2.194040821505408,2.045292291233855,0.148748530271553,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356108,18.0,120.0,18.0,0.0,120.0,0.0,7.639717703942265,7.639717703942265,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,54.83363,92.0,69797.40914902998,88.0,4.0,68401.40914902998,1396.0,1.677802472679631,1.6048545390848643,0.0729479335947665,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.105934615090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850551050903892,9.946338463328567,0.9042125875753244,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106040545090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849511849513016,9.945385862053598,0.904125987459418,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1061068750903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848861235962746,9.944789466299184,0.9040717696635622,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106024705090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849667231456028,9.94552829550136,0.904138935954669,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.247208,42.0,28578.003659611997,38.0,4.0,27812.003659611997,766.0,0.7887737512922743,0.7136524416453911,0.0751213096468832,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.108974905090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.820803919834352,9.919070259848157,0.901733659986196,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.835659,18.0,120.0,18.0,0.0,120.0,0.0,3.722346840420303,3.722346840420303,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.256168,42.0,28596.623659611992,38.0,4.0,27830.623659611992,766.0,0.788641045296387,0.7135323743157788,0.0751086709806082,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.847782,18.0,120.0,18.0,0.0,120.0,0.0,3.7130382513075055,3.7130382513075055,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106024705090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849667231456028,9.94552829550136,0.904138935954669,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.197872,18.0,120.0,18.0,0.0,120.0,0.0,3.46295560952636,3.46295560952636,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059326350903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850570477124256,9.946356270697237,0.9042142064270214,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.238728,20.0,240.0,20.0,0.0,240.0,0.0,2.4275592057414688,2.4275592057414688,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105942535090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850473346718008,9.946267234491508,0.9042061122265008,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346948,18.0,120.0,18.0,0.0,120.0,0.0,7.669535072783888,7.669535072783888,0.0,1,2.0
